title,year,authors,venue,citation_count,openalex_id,doi,url,open_access_pdf,concepts,type,is_oa,abstract
Social norm bias: residual harms of fairness-aware algorithms,2023,Myra Cheng; Maria De‐Arteaga; Lester Mackey; Adam Tauman Kalai,Data Mining and Knowledge Discovery,7,W4317734474,10.1007/s10618-022-00910-8,https://openalex.org/W4317734474,,Conformity; Norm (philosophy); Computer science; Artificial intelligence; Machine learning,article,False,
Small Target Detection in Sea Clutter by Weighted Biased Soft-Margin SVM Algorithm in Feature Spaces,2024,Peng‐Lang Shui; L.R. Zhang; Xiaohui Bai,IEEE Sensors Journal,13,W4392182816,10.1109/jsen.2024.3350571,https://openalex.org/W4392182816,,Clutter; Margin (machine learning); Support vector machine; Feature (linguistics); Pattern recognition (psychology),article,False,"Sea-surface small target detection in high-resolution sea clutter is always an intractable problem. Feature-based detection in multidimensional feature spaces is recognized to be an effective way, and therein, learning algorithms with controllable false alarm rate play an important role. In this article, a weighted biased soft-margin support vector machine (WBSM-SVM) algorithm is proposed to design two-class classifiers with controllable false alarm rate in feature spaces and the induced feature-based detectors can accurately control false alarm rate and have excellent detection ability of small targets in sea clutter. The WBSM-SVM algorithm contains three innovations. First, special two-class SVM classifiers are used to lower the loss from the one-class <inline-formula xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""> <tex-math notation=""LaTeX"">$\nu $ </tex-math></inline-formula> -SVM classifiers by additional use of the training samples of the feature vector from simulated returns of typical targets plus measured sea clutter. Second, extremely unbalanced misclassification weight of penalty factors of the two classes and the Mahalanobis distance of the training sample vectors are introduced in the SVM to meet the demand of extremely unbalanced false alarm rate versus target missing probability. Third, a biased classification boundary is used to tune the false alarm rate to the expected one. The experimental results on the two recognized databases for sea-surface small target detection show that the WBSM-SVM-based detectors attain better detection performance than existing feature-based detectors."
Predictive algorithms and racial bias: a qualitative descriptive study on the perceptions of algorithm accuracy in higher education,2023,Stacey Lynn von Winckelmann,Information and Learning Sciences,8,W4387024961,10.1108/ils-05-2023-0045,https://openalex.org/W4387024961,,Data collection; Algorithm; Originality; Stakeholder; Perception,article,False,"Purpose This study aims to explore the perception of algorithm accuracy among data professionals in higher education. Design/methodology/approach Social justice theory guided the qualitative descriptive study and emphasized four principles: access, participation, equity and human rights. Data collection included eight online open-ended questionnaires and six semi-structured interviews. Participants included higher education professionals who have worked with predictive algorithm (PA) recommendations programmed with student data. Findings Participants are aware of systemic and racial bias in their PA inputs and outputs and acknowledge their responsibility to ethically use PA recommendations with students in historically underrepresented groups (HUGs). For some participants, examining these topics through the lens of social justice was a new experience, which caused them to look at PAs in new ways. Research limitations/implications Small sample size is a limitation of the study. Implications for practice include increased stakeholder training, creating an ethical data strategy that protects students, incorporating adverse childhood experiences data with algorithm recommendations, and applying a modified critical race theory framework to algorithm outputs. Originality/value The study explored the perception of algorithm accuracy among data professionals in higher education. Examining this topic through a social justice lens contributes to limited research in the field. It also presents implications for addressing racial bias when using PAs with students in HUGs."
Large language models to identify social determinants of health in electronic health records,2024,Marco Guevara-Vega; Shan Chen; Spencer A. Thomas; Tafadzwa L. Chaunzwa; Idalid Franco; Benjamin H. Kann; Shalini Moningi; Jack M. Qian; Madeleine Goldstein; Susan Harper; Hugo J.W.L. Aerts; Paul J. Catalano; Guergana Savova; Raymond H. Mak; Danielle S. Bitterman,npj Digital Medicine,191,W4390745503,10.1038/s41746-023-00970-0,https://openalex.org/W4390745503,https://www.nature.com/articles/s41746-023-00970-0.pdf,Social determinants of health; Health care; Medicine; Political science; Law,article,True,
"Cultural and ethical dimensions of learning management system adoption in rural universities: Exploring data privacy, algorithmic bias, and contextual realities",2025,Oluwatoyin Ayodele Ajani; Bongani Thulani Gamede; Samantha Govender,Multidisciplinary Science Journal,1,W4414818342,10.31893/multiscience.2026142,https://openalex.org/W4414818342,https://malque.pub/ojs/index.php/msj/article/download/10045/4680,,article,True,"Digital transformation in higher education has positioned Learning Management Systems (LMS) as vital platforms for student learning and academic engagement. However, in rural university contexts, LMS adoption by students is shaped not only by access to technology, but also by deeper cultural and ethical dynamics. This study explores how cultural factors and ethical concerns, particularly data privacy and algorithmic biasaffect students’ adoption and utilization of LMS in rural South African universities. Guided by the Technological Pedagogical Content Knowledge (TPACK) and Unified Theory of Acceptance and Use of Technology (UTAUT) frameworks, the research draws on mixed-methods data to investigate how students interact with LMS under conditions of infrastructural limitation, sociocultural complexity, and digital vulnerability. The findings reveal that students’ acceptance and sustained use of LMS platforms are closely tied to performance expectancy, facilitating conditions, and perceived ease of use, in line with UTAUT. However, cultural relevance, language barriers, and distrust in how personal data are used significantly moderate these perceptions. From a TPACK perspective, students are more engaged when content is designed in a way that aligns with their lived experiences and is delivered through culturally responsive digital pedagogy. Ethical concerns, particularly regarding algorithmic profiling and lack of transparency in LMS analytics, further influence students’ sense of safety and inclusion. The study argues that effective LMS integration for rural students requires more than just functional accessit demands ethical sensitivity, cultural alignment, and pedagogical intentionality. By situating student experiences within TPACK and UTAUT frameworks, the research offers a holistic understanding of LMS adoption, calling for institutional strategies that honour student agency, protect digital rights, and support equitable participation in the digital learning ecosystem."
"Artifical Intelligence and Bias: Challenges, Implications, and Remedies",2023,A. Min,Journal Of Social Research,34,W4387369817,10.55324/josr.v2i11.1477,https://openalex.org/W4387369817,https://ijsr.internationaljournallabs.com/index.php/ijsr/article/download/1477/976,Multidisciplinary approach; Dignity; Engineering ethics; Construct (python library); Human rights,article,True,"This paper investigates the multifaceted issue of algorithmic bias in artificial intelligence (AI) systems and explores its ethical and human rights implications. The study encompasses a comprehensive analysis of AI bias, its causes, and potential remedies, with a particular focus on its impact on individuals and marginalized communities. The primary objectives of this research are to examine the concept of algorithmic bias, assess its ethical and human rights implications, identify its causes and mechanisms, evaluate its societal impact, explore mitigation strategies, and examine regulatory and community-driven approaches to address this critical issue. The research employs a multidisciplinary approach, drawing from literature reviews, case studies, and ethical analyses. It synthesizes insights from academic papers, governmental reports, and industry guidelines to construct a comprehensive overview of algorithmic bias and its ramifications. This research paper underscores the urgency of addressing algorithmic bias, as it raises profound ethical and human rights concerns. It advocates for comprehensive approaches, spanning technical, ethical, regulatory, and community-driven dimensions, to ensure that AI technologies respect the rights and dignity of individuals and communities in our increasingly AI-driven world."
"Use of Evolutionary Optimization Algorithms for the Design and Analysis of Low Bias, Low Phase Noise Photodetectors",2023,Ishraq Md Anjum; Ergün Şimşek; Seyed Ehsan Jamali Mahabadi; Thomas F. Carruthers; Curtis R. Menyuk; Joe C. Campbell; D.A. Tulchinsky; Keith J. Williams,Journal of Lightwave Technology,11,W4388283811,10.1109/jlt.2023.3330099,https://openalex.org/W4388283811,http://hdl.handle.net/11603/30864,Particle swarm optimization; Computer science; Phase noise; Noise (video); Photonics,article,True,"With the rapid advance of machine learning techniques and the increased availability of high-speed computing resources, it has become possible to exploit machine-learning technologies to aid in the design of photonic devices. In this work we use evolutionary optimization algorithms, machine learning techniques, and the drift-diffusion equations to optimize a modified uni- traveling-carrier (MUTC) photodetector for low phase noise at a relatively low bias of 5 V. We compare the particle swarm optimization (PSO), genetic, and surrogate optimization algorithms. We find that PSO yields the solution with the lowest phase noise, with an improvement over a current design of 4.4 dBc/Hz. We then analyze the machine-optimized design to understand the physics behind the phase noise reduction and show that the optimized design removes electrical bottlenecks in the current design."
Bias in AI-based models for medical applications: challenges and mitigation strategies,2023,Mirja Mittermaier; Marium Raza; Joseph C. Kvedar,npj Digital Medicine,256,W4380538374,10.1038/s41746-023-00858-z,https://openalex.org/W4380538374,https://www.nature.com/articles/s41746-023-00858-z.pdf,Disadvantaged; Socioeconomic status; Health care; Sexual orientation; Prejudice (legal term),editorial,True,
30.3 A Bias-Flip Rectifier with a Duty-Cycle-Based MPPT Algorithm for Piezoelectric Energy Harvesting with 98% Peak MPPT Efficiency and 738% Energy-Extraction Enhancement,2023,Xinling Yue; Sundeep Javvaji; Zhong Tang; Kofi A. A. Makinwa; Sijun Du,,18,W4360605772,10.1109/isscc42615.2023.10067284,https://openalex.org/W4360605772,https://repository.tudelft.nl/file/File_6572afc9-c8e5-4bf0-bbda-620b056e5b96,Maximum power point tracking; Rectifier (neural networks); Energy harvesting; Maximum power principle; Topology (electrical circuits),article,True,"&lt;p&gt;Synchronized bias-flip rectifiers, such as synchronized switch harvesting on inductor (SSHI) rectifiers, are widely used for piezoelectric energy harvesting (PEH) [1], which can replace the use of batteries in many loT applications, thus reducing both system volume and maintenance cost. However, the output power extracted by such rectifiers strongly depends on the impedance matching between the piezoelectric transducer (PT) and the circuit. To maximize this, two maximum power point tracking (MPPT) algorithms are often used. As shown in Fig. 30.3.1 (left), the Perturb &amp;amp; Observe (P&amp;amp;O) (a.k.a. hill-climbing) algorithm adjusts the rectified output power in a stepwise manner towards the maximum power point (MPP), thus establishing robust and continuous MPPT. However, accurately sensing the rectified output power often requires complex and power-hungry hardware [1], [2]. Another simpler algorithm is based on the fractional open-circuit voltage (FOCV) and involves periodically measuring the PT's open-circuit voltage amplitude (VOC) and regulating the rectified voltage (VREC) to a level (VMPP), which corresponds to the MPP [3-6]. However, the PT must be periodically disconnected from the rectifier to measure VOC, resulting in wasted energy, while the inherent delay in sensing VOC variations reduces the overall tracking efficiency. Furthermore, a calibration step is usually necessary to determine VMPP, since this depends on the actual PT voltage flip efficiency (etaF) of the bias-flip rectifier.&lt;/p&gt;"
A biased random-key genetic algorithm for the two-level hub location routing problem with directed tours,2023,Caio César De Freitas; Dário José Aloise; Fábio Francisco da Costa Fontes; Andréa Cynthia Santos; Matheus da Silva Menezes,OR Spectrum,13,W4366420580,10.1007/s00291-023-00718-y,https://openalex.org/W4366420580,,Metaheuristic; Computer science; Key (lock); Genetic algorithm; Routing (electronic design automation),article,False,
<scp>SeroTracker‐RoB</scp> : A decision rule‐based algorithm for reproducible risk of bias assessment of seroprevalence studies,2023,Niklas Bobrovitz; Kim C. Noël; Zihan Li; Christian Cao; Gabriel Deveaux; Anabel Selemon; David A. Clifton; Mercedes Yanes‐Lane; Tingting Yan; Rahul K. Arora,Research Synthesis Methods,11,W4315754436,10.1002/jrsm.1620,https://openalex.org/W4315754436,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jrsm.1620,Reliability (semiconductor); Algorithm; Computer science; Checklist; Intraclass correlation,article,True,"Abstract Risk of bias (RoB) assessments are a core element of evidence synthesis but can be time consuming and subjective. We aimed to develop a decision rule‐based algorithm for RoB assessment of seroprevalence studies. We developed the SeroTracker‐RoB algorithm. The algorithm derives seven objective and two subjective critical appraisal items from the Joanna Briggs Institute Critical Appraisal Checklist for Prevalence studies and implements decision rules that determine study risk of bias based on the items. Decision rules were validated using the SeroTracker seroprevalence study database, which included non‐algorithmic RoB judgments from two reviewers. We quantified efficiency as the mean difference in time for the algorithmic and non‐algorithmic assessments of 80 randomly selected articles, coverage as the proportion of studies where the decision rules yielded an assessment, and reliability using intraclass correlations comparing algorithmic and non‐algorithmic assessments for 2070 articles. A set of decision rules with 61 branches was developed using responses to the nine critical appraisal items. The algorithmic approach was faster than non‐algorithmic assessment (mean reduction 2.32 min [SD 1.09] per article), classified 100% ( n = 2070) of studies, and had good reliability compared to non‐algorithmic assessment (ICC 0.77, 95% CI 0.74–0.80). We built the SeroTracker‐RoB Excel Tool, which embeds this algorithm for use by other researchers. The SeroTracker‐RoB decision‐rule based algorithm was faster than non‐algorithmic assessment with complete coverage and good reliability. This algorithm enabled rapid, transparent, and reproducible RoB evaluations of seroprevalence studies and may support evidence synthesis efforts during future disease outbreaks. This decision rule‐based approach could be applied to other types of prevalence studies."
"Simplicity bias, algorithmic probability, and the random logistic map",2024,Boumediene Hamzi; Kamaludin Dingle,Physica D Nonlinear Phenomena,6,W4394760427,10.1016/j.physd.2024.134160,https://openalex.org/W4394760427,https://doi.org/10.1016/j.physd.2024.134160,Simplicity; Noise (video); Mathematics; Logistic map; Algorithm,article,True,"Simplicity bias is an intriguing phenomenon prevalent in various input–output maps, characterized by a preference for simpler, more regular, or symmetric outputs. Notably, these maps typically feature high-probability outputs with simple patterns, whereas complex patterns are exponentially less probable. This bias has been extensively examined and attributed to principles derived from algorithmic information theory and algorithmic probability. In a significant advancement, it has been demonstrated that the renowned logistic map xk+1=μxk(1−xk), a staple in dynamical systems theory, and other one-dimensional maps exhibit simplicity bias when conceptualized as input–output systems. Building upon this work, our research delves into the manifestations of simplicity bias within the random logistic map, specifically focusing on scenarios involving additive noise. This investigation is driven by the overarching goal of formulating a comprehensive theory for the prediction and analysis of time series. Our primary contributions are multifaceted. We discover that simplicity bias is observable in the random logistic map for specific ranges of μ and noise magnitudes. Additionally, we find that this bias persists even with the introduction of small measurement noise, though it diminishes as noise levels increase. Our studies also revisit the phenomenon of noise-induced chaos, particularly when μ=3.83, revealing its characteristics through complexity-probability plots. Intriguingly, we employ the logistic map to illustrate a paradoxical aspect of data analysis: more data adhering to a consistent trend can occasionally lead to reduced confidence in extrapolation predictions, challenging conventional wisdom. We propose that adopting a probability-complexity perspective in analyzing dynamical systems could significantly enrich statistical learning theories related to series prediction and analysis. This approach not only facilitates a deeper understanding of simplicity bias and its implications but also paves the way for novel methodologies in forecasting complex systems behavior, especially in scenarios dominated by uncertainty and stochasticity."
REVOLUTIONIZING EDUCATION THROUGH AI: A COMPREHENSIVE REVIEW OF ENHANCING LEARNING EXPERIENCES,2024,Oseremi Onesi-Ozigagun; Yinka James Ololade; Nsisong Louis Eyo-Udo; Damilola Oluwaseun Ogundipe,International Journal of Applied Research in Social Sciences,184,W4394688113,10.51594/ijarss.v6i4.1011,https://openalex.org/W4394688113,https://fepbl.com/index.php/ijarss/article/download/1011/1233,Engineering ethics; Psychology; Engineering,review,True,"Artificial Intelligence (AI) is transforming the landscape of education, offering innovative solutions to enhance learning experiences. This review provides a comprehensive overview of how AI is revolutionizing education, focusing on its impact on learning outcomes, teaching methodologies, and the overall educational ecosystem. The adoption of AI in education has led to personalized learning experiences tailored to individual student needs. AI-powered adaptive learning systems analyze student performance data to create customized learning paths, ensuring that students receive content at their pace and level of understanding. This personalized approach improves student engagement and academic performance. AI is also reshaping teaching methodologies, providing educators with tools to streamline administrative tasks and enhance instructional strategies. AI-powered tools can automate grading, create interactive lessons, and provide real-time feedback to students. This allows teachers to focus more on facilitating learning and developing critical thinking skills in students. Furthermore, AI is revolutionizing the assessment process, moving beyond traditional exams to more dynamic and insightful evaluation methods. AI-powered assessment tools can analyze student responses in real-time, providing immediate feedback and insights into student comprehension and learning progress. The integration of AI in education also extends to administrative functions, such as student enrollment, scheduling, and resource allocation. AI-powered systems can optimize these processes, leading to more efficient and effective management of educational institutions. Despite the numerous benefits of AI in education, challenges remain, including concerns about data privacy, algorithmic bias, and the need for teacher training. Addressing these challenges will be crucial to maximizing the potential of AI in education and ensuring equitable access to quality education for all. In conclusion, AI is revolutionizing education by enhancing learning experiences, transforming teaching methodologies, and optimizing administrative processes. As AI continues to evolve, its impact on education is expected to grow, offering new opportunities to improve learning outcomes and prepare students for success in the digital age.&#x0D; Keywords: Revolutionizing, AI, Enhancing, Learning, Experiences."
Bias correction of <scp>CMIP6</scp> simulations of precipitation over Indian monsoon core region using deep learning algorithms,2023,T. Kesavavarthini; A. Naga Rajesh; C. V. Srinivas; T. V. Lakshmi Kumar,International Journal of Climatology,13,W4322721694,10.1002/joc.8056,https://openalex.org/W4322721694,,Climatology; Indian Ocean Dipole; Coupled model intercomparison project; Monsoon; Precipitation,article,False,"Abstract General Circulation Models or Global Climate Models (GCMs) output consists of inevitable bias due to insufficient knowledge about parameterization schemes and other mathematical computations that involve thermodynamical and physical laws while designing climate models. Indian summer monsoon (southwest monsoon) accounts for 75%–90% of the annual rainfall over most climatic zones of India during the months, June, July, August, and September, which has a direct impact on the agricultural economy of India. The aim of this study is to bias correct the Coupled Model Intercomparison Project Phase – 6 (CMIP6) GCMs' precipitation data for the historical period from 1985 to 2014 and two Shared Socioeconomic Pathways (SSP) SSP1‐2.6 and SSP5‐8.5, from the period 2015 to 2100, with reference to the India Meteorological Department (IMD) observed rainfall gridded dataset. The datasets used are for the rain‐bearing Indian southwest monsoon season from the months, June to September. Monsoon Core Region is selected to carry out the bias correction using a couple of deep learning algorithms, namely one‐dimensional Convolutional Neural Network (CNN1D) and Long Short‐Term Memory Encoder‐Decoder (LSTM‐ED) Neural Network. The performance of both algorithms is evaluated with metrics. The LSTM‐ED algorithm yielded better results with least error output. The bias‐corrected data obtained using the LSTM‐ED algorithm is then compared with IMD observed rainfall data for the climatic events such as ENSO (El Niño and La Niña) and Positive and Negative IOD (Indian Ocean Dipole)."
Combining Transition Path Sampling with Data-Driven Collective Variables through a Reactivity-Biased Shooting Algorithm,2024,Jintu Zhang; Odin Zhang; Luigi Bonati; Tingjun Hou,Journal of Chemical Theory and Computation,12,W4399038084,10.1021/acs.jctc.4c00423,https://openalex.org/W4399038084,,Computer science; Path (computing); Algorithm; Sampling (signal processing); Transition (genetics),article,False,"Rare event sampling is a central problem in modern computational chemistry research. Among the existing methods, transition path sampling (TPS) can generate unbiased representations of reaction processes. However, its efficiency depends on the ability to generate reactive trial paths, which in turn depends on the quality of the shooting algorithm used. We propose a new algorithm based on the shooting success rate, i.e., reactivity, measured as a function of a reduced set of collective variables (CVs). These variables are extracted with a machine learning approach directly from TPS simulations, using a multitask objective function. Iteratively, this workflow significantly improves the shooting efficiency without any prior knowledge of the process. In addition, the optimized CVs can be used with biased enhanced sampling methodologies to accurately reconstruct the free energy profiles. We tested the method on three different systems: a two-dimensional toy model, conformational transitions of alanine dipeptide, and hydrolysis of acetyl chloride in bulk water. In the latter, we integrated our workflow with an active learning scheme to learn a reactive machine learning-based potential, which allowed us to study the mechanism and free energy profile with an ab initio-like accuracy."
FedUB: Federated Learning Algorithm Based on Update Bias,2024,Hesheng Zhang; Ping Zhang; M. Hu; Muhua Liu; Jiechang Wang,Mathematics,6,W4398145625,10.3390/math12101601,https://openalex.org/W4398145625,https://www.mdpi.com/2227-7390/12/10/1601/pdf?version=1716209561,Computer science; Artificial intelligence; Machine learning; Algorithm,article,True,"Federated learning, as a distributed machine learning framework, aims to protect data privacy while addressing the issue of data silos by collaboratively training models across multiple clients. However, a significant challenge to federated learning arises from the non-independent and identically distributed (non-iid) nature of data across different clients. non-iid data can lead to inconsistencies between the minimal loss experienced by individual clients and the global loss observed after the central server aggregates the local models, affecting the model’s convergence speed and generalization capability. To address this challenge, we propose a novel federated learning algorithm based on update bias (FedUB). Unlike traditional federated learning approaches such as FedAvg and FedProx, which independently update model parameters on each client before direct aggregation to form a global model, the FedUB algorithm incorporates an update bias in the loss function of local models—specifically, the difference between each round’s local model updates and the global model updates. This design aims to reduce discrepancies between local and global updates, thus aligning the parameters of locally updated models more closely with those of the globally aggregated model, thereby mitigating the fundamental conflict between local and global optima. Additionally, during the aggregation phase at the server side, we introduce a metric called the bias metric, which assesses the similarity between each client’s local model and the global model. This metric adaptively sets the weight of each client during aggregation after each training round to achieve a better global model. Extensive experiments conducted on multiple datasets have confirmed the effectiveness of the FedUB algorithm. The results indicate that FedUB generally outperforms methods such as FedDC, FedDyn, and Scaffold, especially in scenarios involving partial client participation and non-iid data distributions. It demonstrates superior performance and faster convergence in tasks such as image classification."
The ethical implications of using generative chatbots in higher education,2024,Ryan Williams,Frontiers in Education,97,W4390665705,10.3389/feduc.2023.1331607,https://openalex.org/W4390665705,https://www.frontiersin.org/articles/10.3389/feduc.2023.1331607/pdf?isPublishedV2=False,Autonomy; Engineering ethics; Generative grammar; Ethical issues; Psychology,article,True,"Incorporating artificial intelligence (AI) into education, specifically through generative chatbots, can transform teaching and learning for education professionals in both administrative and pedagogical ways. However, the ethical implications of using generative chatbots in education must be carefully considered. Ethical concerns about advanced chatbots have yet to be explored in the education sector. This short article introduces the ethical concerns associated with introducing platforms such as ChatGPT in education. The article outlines how handling sensitive student data by chatbots presents significant privacy challenges, thus requiring adherence to data protection regulations, which may not always be possible. It highlights the risk of algorithmic bias in chatbots, which could perpetuate societal biases, which can be problematic. The article also examines the balance between fostering student autonomy in learning and the potential impact on academic self-efficacy, noting the risk of over-reliance on AI for educational purposes. Plagiarism continues to emerge as a critical ethical concern, with AI-generated content threatening academic integrity. The article advocates for comprehensive measures to address these ethical issues, including clear policies, advanced plagiarism detection techniques, and innovative assessment methods. By addressing these ethical challenges, the article argues that educators, AI developers, policymakers, and students can fully harness the potential of chatbots in education, creating a more inclusive, empowering, and ethically sound educational future."
BC-PINN: an adaptive physics informed neural network based on biased multiobjective coevolutionary algorithm,2023,Zhicheng Zhu; Hao Jia; Jin Huang; Baoling Huang,Neural Computing and Applications,10,W4385495295,10.1007/s00521-023-08876-4,https://openalex.org/W4385495295,,Penalty method; Mathematical optimization; Artificial neural network; Computer science; Benchmark (surveying),article,False,
Ethical Considerations in the Use of Artificial Intelligence and Machine Learning in Health Care: A Comprehensive Review,2024,Mitul Harishbhai Tilala; Pradeep Kumar Chenchala; Ashok Choppadandi; Jagbir Kaur; Savitha Naguri; Rahul Saoji; Bhanu Devaguptapu,Cureus,125,W4399698937,10.7759/cureus.62443,https://openalex.org/W4399698937,https://assets.cureus.com/uploads/review_article/pdf/259236/20240615-15665-hz42ob.pdf,Artificial intelligence; Health care; Computer science; Engineering ethics; Psychology,review,True,"Artificial intelligence (AI) and machine learning (ML) technologies are revolutionizing health care by offering unprecedented opportunities to enhance patient care, optimize clinical workflows, and advance medical research. However, the integration of AI and ML into healthcare systems raises significant ethical considerations that must be carefully addressed to ensure responsible and equitable deployment. This comprehensive review explored the multifaceted ethical considerations surrounding the use of AI and ML in health care, including privacy and data security, algorithmic bias, transparency, clinical validation, and professional responsibility. By critically examining these ethical dimensions, stakeholders can navigate the ethical complexities of AI and ML integration in health care, while safeguarding patient welfare and upholding ethical principles. By embracing ethical best practices and fostering collaboration across interdisciplinary teams, the healthcare community can harness the full potential of AI and ML technologies to usher in a new era of personalized data-driven health care that prioritizes patient well-being and equity."
Exploring Gender Bias and Algorithm Transparency: Ethical Considerations of AI in HRM,2024,Jiaxing Du,Journal of Theory and Practice of Management Science,6,W4393522655,10.53469/jtpms.2024.04(03).06,https://openalex.org/W4393522655,https://centuryscipub.com/index.php/JTPMS/article/download/539/461,Transparency (behavior); Computer science; Psychology; Algorithm; Computer security,article,True,"Opportunities and challenges are introduced by the integration of Artificial Intelligence (AI) into Human Resource Management (HRM). The paragraph discusses the ethical implications of AI applications in HRM, focusing on gender bias and algorithm transparency. It explores how AI-driven decision-making in HRM perpetuates gender bias, the importance of transparent algorithms for trust and accountability, and the role of regulatory frameworks in safeguarding ethical standards. The paper aims to provide a comprehensive analysis of the ethical landscape of AI in HRM and offers policy recommendations to mitigate bias and enhance transparency."
Biased Random-Key Genetic Algorithm with Local Search Applied to the Maximum Diversity Problem,2023,Geiza Silva; André Ferreira Leite; Raydonal Ospina; Víctor Leiva; Jorge Figueroa-Zúñiga; Cecília Castro,Mathematics,8,W4384202382,10.3390/math11143072,https://openalex.org/W4384202382,https://www.mdpi.com/2227-7390/11/14/3072/pdf?version=1689151046,Key (lock); Computer science; Set (abstract data type); Genetic algorithm; Mathematical optimization,article,True,"The maximum diversity problem (MDP) aims to select a subset with a predetermined number of elements from a given set, maximizing the diversity among them. This NP-hard problem requires efficient algorithms that can generate high-quality solutions within reasonable computational time. In this study, we propose a novel approach that combines the biased random-key genetic algorithm (BRKGA) with local search to tackle the MDP. Our computational study utilizes a comprehensive set of MDPLib instances, and demonstrates the superior average performance of our proposed algorithm compared to existing literature results. The MDP has a wide range of practical applications, including biology, ecology, and management. We provide future research directions for improving the algorithm’s performance and exploring its applicability in real-world scenarios."
Trust and reliance on AI — An experimental study on the extent and costs of overreliance on AI,2024,Artur Klingbeil; Cassandra Grützner; Philipp Schreck,Computers in Human Behavior,116,W4399992361,10.1016/j.chb.2024.108352,https://openalex.org/W4399992361,https://doi.org/10.1016/j.chb.2024.108352,Psychology; Social psychology; Epistemology; Positive economics; Sociology,article,True,"Decision-making is undergoing rapid changes due to the introduction of artificial intelligence (AI), as AI recommender systems can help mitigate human flaws and increase decision accuracy and efficiency. However, AI can also commit errors or suffer from algorithmic bias. Hence, blind trust in technologies carries risks, as users may follow detrimental advice resulting in undesired consequences. Building upon research on algorithm appreciation and trust in AI, the current study investigates whether users who receive AI advice in an uncertain situation overrely on this advice — to their own detriment and that of other parties. In a domain-independent, incentivized, and interactive behavioral experiment, we find that the mere knowledge of advice being generated by an AI causes people to overrely on it, that is, to follow AI advice even when it contradicts available contextual information as well as their own assessment. Frequently, this overreliance leads not only to inefficient outcomes for the advisee, but also to undesired effects regarding third parties. The results call into question how AI is being used in assisted decision making, emphasizing the importance of AI literacy and effective trust calibration for productive deployment of such systems."
"Opaque algorithms, transparent biases: Automated content moderation during the Sheikh Jarrah Crisis",2024,Norah Abokhodair; Yarden Skop; Sarah Rüller; Konstantin Aal; Houda Elmimouni,First Monday,13,W4394806508,10.5210/fm.v29i4.13620,https://openalex.org/W4394806508,https://firstmonday.org/ojs/index.php/fm/article/download/13620/11609,Content (measure theory); Moderation; Opacity; Computer science; Algorithm,article,True,"Social media platforms, while influential tools for human rights activism, free speech, and mobilization, also bear the influence of corporate ownership and commercial interests. This dual character can lead to clashing interests in the operations of these platforms. This study centers on the May 2021 Sheikh Jarrah events in East Jerusalem, a focal point in the Israeli-Palestinian conflict that garnered global attention. During this period, Palestinian activists and their allies observed and encountered a notable increase in automated content moderation actions, like shadow banning and content removal. We surveyed 201 users who faced content moderation and conducted 12 interviews with political influencers to assess the impact of these practices on activism. Our analysis centers on automated content moderation and transparency, investigating how users and activists perceive the content moderation systems employed by social media platforms, and their opacity. Findings reveal perceived censorship by pro-Palestinian activists due to opaque and obfuscated technological mechanisms of content demotion, complicating harm substantiation and lack of redress mechanisms. We view this difficulty as part of algorithmic harms, in the realm of automated content moderation. This dynamic has far-reaching implications for activism’s future and it raises questions about power centralization in digital spaces."
Human intelligence and artificial intelligence and the challenges of biases in ai algorithms,2024,Erika Ribeiro Fernandes; Marcelo Augusto Vieira Graglia,Journal on Innovation and Sustainability RISUS,3,W4398186076,10.23925/2179-3565.2023v15i1p133-142,https://openalex.org/W4398186076,https://revistas.pucsp.br/index.php/risus/article/download/66296/44877,Human intelligence; Artificial intelligence; Computer science; Cognitive science; Machine learning,article,True,"This article acknowledges the profound transformations that Artificial Intelligence imposes on society. A descriptive-exploratory study aims to discuss algorithmic biases and understand their impacts on society. The article starts from the understanding of human intelligence and learning from a pluralistic perspective, based on the analysis of literary works and scientific articles. This approach provides a context in which AI and machine learning can be conceived from an innovation perspective for the common good. The critical analysis emphasizes the need for ethical approaches in the development of these systems. The topics discussed highlight the importance of a multidimensional approach in mitigating algorithmic biases. From data selection to audits and accountability, diversity of perspectives, both in datasets and development teams, is crucial. The implementation of continuous training and human supervision reflects a continuous commitment to transparency and fairness in artificial intelligence. These integrated strategies are essential for the ethical, transparent, and equitable development of AI. This holistic approach, involving diverse skills and people, continuous training, and vigilant oversight, is vital to ensure the ethical use of AI for the collective well-being."
